"If [A]","Time [ns]","Distance [meter]","Brad_2 []"
500,37999999.9999999,0,0.0134119823696909
500,37999999.9999999,0.001213365,0.0169697640469568
500,37999999.9999999,0.00242673,0.0219038810590506
500,37999999.9999999,0.003640095,0.026800536631735
500,37999999.9999999,0.00485346,0.0328724282261268
500,37999999.9999999,0.006066825,0.0349774839105685
500,37999999.9999999,0.00728019,0.0401151128891314
500,37999999.9999999,0.008493555,0.0454248289252801
500,37999999.9999999,0.00970692,0.0505486983606043
500,37999999.9999999,0.010920285,0.0522473366588054
500,37999999.9999999,0.01213365,0.0568529851473896
500,37999999.9999999,0.013347015,0.0615513729990325
500,37999999.9999999,0.01456038,0.0659912596352596
500,37999999.9999999,0.015773745,0.0688700152287861
500,37999999.9999999,0.01698711,0.0723389154326584
500,37999999.9999999,0.018200475,0.0772108128259636
500,37999999.9999999,0.01941384,0.0798717966177857
500,37999999.9999999,0.020627205,0.0824218458072808
500,37999999.9999999,0.02184057,0.0846700037244231
500,37999999.9999999,0.023053935,0.0867025510036948
500,37999999.9999999,0.0242673,0.0886186786964185
500,37999999.9999999,0.025480665,0.0904273385849582
500,37999999.9999999,0.02669403,0.0926848491242143
500,37999999.9999999,0.027907395,0.0951612230589559
500,37999999.9999999,0.02912076,0.0980383935165832
500,37999999.9999999,0.030334125,0.101711825660696
500,37999999.9999999,0.03154749,0.105555967329719
500,37999999.9999999,0.032760855,0.110074170108465
500,37999999.9999999,0.03397422,0.115160838375059
500,37999999.9999999,0.035187585,0.120576482746461
500,37999999.9999999,0.03640095,0.126372824875003
500,37999999.9999999,0.037614315,0.134042789154824
500,37999999.9999999,0.03882768,0.142473219737919
500,37999999.9999999,0.040041045,0.151439476656619
500,37999999.9999999,0.04125441,0.160671294225028
500,37999999.9999999,0.042467775,0.168695455463803
500,37999999.9999999,0.04368114,0.179263746726063
500,37999999.9999999,0.044894505,0.189797492747331
500,37999999.9999999,0.04610787,0.200033762026788
500,37999999.9999999,0.047321235,0.203060261084085
500,37999999.9999999,0.0485346,0.211343508068198
500,37999999.9999999,0.049747965,0.228511723149306
500,37999999.9999999,0.05096133,0.238129154809935
500,37999999.9999999,0.052174695,0.2381414147628
500,37999999.9999999,0.05338806,0.251829230516803
500,37999999.9999999,0.054601425,0.261541025772366
500,37999999.9999999,0.05581479,0.27626760872809
500,37999999.9999999,0.057028155,0.281529065231871
500,37999999.9999999,0.05824152,0.291907424519563
500,37999999.9999999,0.059454885,0.290940908003635
500,37999999.9999999,0.06066825,0.317928395318746
500,37999999.9999999,0.061881615,0.31822082905301
500,37999999.9999999,0.06309498,0.334977102122755
500,37999999.9999999,0.064308345,0.352621518968708
500,37999999.9999999,0.06552171,0.377005265069311
500,37999999.9999999,0.066735075,0.379842548998858
500,37999999.9999999,0.06794844,0.39556981144255
500,37999999.9999999,0.069161805,0.413591325800141
500,37999999.9999999,0.07037517,0.425008653229072
500,37999999.9999999,0.071588535,0.460502507258622
500,37999999.9999999,0.0728019,0.475638205644645
500,37999999.9999999,0.074015265,0.488596757510747
500,37999999.9999999,0.07522863,0.501171993556664
500,37999999.9999999,0.076441995,0.518742838570524
500,37999999.9999999,0.07765536,0.543703716757671
500,37999999.9999999,0.078868725,0.568564782738587
500,37999999.9999999,0.08008209,0.605766826374481
500,37999999.9999999,0.081295455,0.620983259215507
500,37999999.9999999,0.08250882,0.621780950081987
500,37999999.9999999,0.083722185,0.605687222025835
500,37999999.9999999,0.08493555,0.664286509849592
500,37999999.9999999,0.086148915,0.712926921087014
500,37999999.9999999,0.08736228,0.698281132046344
500,37999999.9999999,0.088575645,0.7026614526127
500,37999999.9999999,0.08978901,0.70873808066781
500,37999999.9999999,0.091002375,0.739217381093226
500,37999999.9999999,0.09221574,0.767841452947235
500,37999999.9999999,0.093429105,0.78895673455512
500,37999999.9999999,0.09464247,0.834726631954895
500,37999999.9999999,0.095855835,0.8501293080767
500,37999999.9999999,0.0970692,0.875688406000052
500,37999999.9999999,0.098282565,0.916740744280703
500,37999999.9999999,0.09949593,0.923483868832534
500,37999999.9999999,0.100709295,0.946174418624159
500,37999999.9999999,0.10192266,0.965577850850843
500,37999999.9999999,0.103136025,0.984232174646652
500,37999999.9999999,0.10434939,1.00439141250922
500,37999999.9999999,0.105562755,1.0270259602931
500,37999999.9999999,0.10677612,1.04812966712367
500,37999999.9999999,0.107989485,1.06985147391129
500,37999999.9999999,0.10920285,1.0920526953996
500,37999999.9999999,0.110416215,1.10561846647657
500,37999999.9999999,0.11162958,1.12185739913817
500,37999999.9999999,0.112842945,1.13608287732085
500,37999999.9999999,0.11405631,1.14470845926289
500,37999999.9999999,0.115269675,1.147516291836
500,37999999.9999999,0.11648304,1.15119328399105
500,37999999.9999999,0.117696405,1.15085183219115
500,37999999.9999999,0.11890977,1.16043249304549
500,37999999.9999999,0.120123135,1.1645888859036
500,37999999.9999999,0.1213365,1.16777357415415
500,37999999.9999999,0.122549865,1.17041900187593
500,37999999.9999999,0.12376323,1.17208340953761
500,37999999.9999999,0.124976595,1.17375696073705
500,37999999.9999999,0.12618996,1.17529666352216
500,37999999.9999999,0.127403325,1.17649640407596
500,37999999.9999999,0.12861669,1.17815754871737
500,37999999.9999999,0.129830055,1.17902205783842
500,37999999.9999999,0.13104342,1.18096040772399
500,37999999.9999999,0.132256785,1.18207052175106
500,37999999.9999999,0.13347015,1.18345501425321
500,37999999.9999999,0.134683515,1.18476616863569
500,37999999.9999999,0.13589688,1.18591977015767
500,37999999.9999999,0.137110245,1.18680348160941
500,37999999.9999999,0.13832361,1.1874940473611
500,37999999.9999999,0.139536975,1.18730510509335
500,37999999.9999999,0.14075034,1.18666219474112
500,37999999.9999999,0.141963705,1.18412046734068
500,37999999.9999999,0.14317707,1.18063385938911
500,37999999.9999999,0.144390435,1.17372032302168
500,37999999.9999999,0.1456038,1.16492651890167
500,37999999.9999999,0.146817165,1.15247126721899
500,37999999.9999999,0.14803053,1.13728442607479
500,37999999.9999999,0.149243895,1.11836598345823
500,37999999.9999999,0.15045726,1.10463827245267
500,37999999.9999999,0.151670625,1.07216699275758
500,37999999.9999999,0.15288399,1.05128643819884
500,37999999.9999999,0.154097355,1.02759033721253
500,37999999.9999999,0.15531072,1.00554010926236
500,37999999.9999999,0.156524085,0.98832527219795
500,37999999.9999999,0.15773745,0.972496047920385
500,37999999.9999999,0.158950815,0.964590411821064
500,37999999.9999999,0.16016418,0.961392042682344
500,37999999.9999999,0.161377545,0.966043323481108
500,37999999.9999999,0.16259091,0.963098459973065
500,37999999.9999999,0.163804275,0.963372098109301
500,37999999.9999999,0.16501764,0.971527837784441
500,37999999.9999999,0.166231005,0.976030798172394
500,37999999.9999999,0.16744437,0.997270491421849
500,37999999.9999999,0.168657735,1.02775204690506
500,37999999.9999999,0.1698711,1.02936106719836
500,37999999.9999999,0.171084465,1.06441795505631
500,37999999.9999999,0.17229783,1.08825623367682
500,37999999.9999999,0.173511195,1.10297416161734
500,37999999.9999999,0.17472456,1.13486374795326
500,37999999.9999999,0.175937925,1.15384095832121
500,37999999.9999999,0.17715129,1.16982523453576
500,37999999.9999999,0.178364655,1.18229560714915
500,37999999.9999999,0.17957802,1.19225705294739
500,37999999.9999999,0.180791385,1.19882227809466
500,37999999.9999999,0.18200475,1.20396963717606
500,37999999.9999999,0.183218115,1.20680186572153
500,37999999.9999999,0.18443148,1.20864029446822
500,37999999.9999999,0.185644845,1.20943179604999
500,37999999.9999999,0.18685821,1.20972110198686
500,37999999.9999999,0.188071575,1.20963048227997
500,37999999.9999999,0.18928494,1.20912162931702
500,37999999.9999999,0.190498305,1.20842148674624
500,37999999.9999999,0.19171167,1.20753344230607
500,37999999.9999999,0.192925035,1.20637118037728
500,37999999.9999999,0.1941384,1.20497998740391
500,37999999.9999999,0.195351765,1.2031139327188
500,37999999.9999999,0.19656513,1.20014539924887
500,37999999.9999999,0.197778495,1.19344795846021
500,37999999.9999999,0.19899186,1.19851844016615
500,37999999.9999999,0.200205225,1.20110455855537
500,37999999.9999999,0.20141859,1.20140057878221
500,37999999.9999999,0.202631955,1.20324571142003
500,37999999.9999999,0.20384532,1.2028810759528
500,37999999.9999999,0.205058685,1.20376978721663
500,37999999.9999999,0.20627205,1.20161141794697
500,37999999.9999999,0.207485415,1.19384584991013
500,37999999.9999999,0.20869878,1.18688990687113
500,37999999.9999999,0.209912145,1.18067465118883
500,37999999.9999999,0.21112551,1.16775535626097
500,37999999.9999999,0.212338875,1.15333674957722
500,37999999.9999999,0.21355224,1.12729109871986
500,37999999.9999999,0.214765605,1.10822930745635
500,37999999.9999999,0.21597897,1.08494513873248
500,37999999.9999999,0.217192335,1.05706641918914
500,37999999.9999999,0.2184057,1.03450893106328
500,37999999.9999999,0.219619065,1.0126676237064
500,37999999.9999999,0.22083243,0.992741455455904
500,37999999.9999999,0.222045795,0.978408145820272
500,37999999.9999999,0.22325916,0.962875019299213
500,37999999.9999999,0.224472525,0.95583698478265
500,37999999.9999999,0.22568589,0.953711113161409
500,37999999.9999999,0.226899255,0.952894378242078
500,37999999.9999999,0.22811262,0.958164952006266
500,37999999.9999999,0.229325985,0.966948881712556
500,37999999.9999999,0.23053935,0.978971931245271
500,37999999.9999999,0.231752715,0.995180297066069
500,37999999.9999999,0.23296608,1.00896024549386
500,37999999.9999999,0.234179445,1.03603041325273
500,37999999.9999999,0.23539281,1.06213651720182
500,37999999.9999999,0.236606175,1.08969234971795
500,37999999.9999999,0.23781954,1.11726737711242
500,37999999.9999999,0.239032905,1.14340956605886
500,37999999.9999999,0.24024627,1.16783403549878
500,37999999.9999999,0.241459635,1.19054909612697
500,37999999.9999999,0.242673,1.22471011610161
500,37999999.9999999,0.243886365,1.21127785081939
500,37999999.9999999,0.24509973,1.22126914884722
500,37999999.9999999,0.246313095,1.22508152029912
500,37999999.9999999,0.24752646,1.22775367173934
500,37999999.9999999,0.248739825,1.22740163157783
500,37999999.9999999,0.24995319,1.23133967733598
500,37999999.9999999,0.251166555,1.23133429957305
500,37999999.9999999,0.25237992,1.23015469095474
500,37999999.9999999,0.253593285,1.23070484403458
500,37999999.9999999,0.25480665,1.22924826381402
500,37999999.9999999,0.256020015,1.22889217143633
500,37999999.9999999,0.25723338,1.22817092124373
500,37999999.9999999,0.258446745,1.22666781236421
500,37999999.9999999,0.25966011,1.22546638346711
500,37999999.9999999,0.260873475,1.22377828723666
500,37999999.9999999,0.26208684,1.22280329374025
500,37999999.9999999,0.263300205,1.22123444752744
500,37999999.9999999,0.26451357,1.21940343547025
500,37999999.9999999,0.265726935,1.21791824439692
500,37999999.9999999,0.2669403,1.21475511867005
500,37999999.9999999,0.268153665,1.21232908084184
500,37999999.9999999,0.26936703,1.20901407627364
500,37999999.9999999,0.270580395,1.20446068168984
500,37999999.9999999,0.27179376,1.19564524393251
500,37999999.9999999,0.273007125,1.18986993978154
500,37999999.9999999,0.27422049,1.17913604537955
500,37999999.9999999,0.275433855,1.16513851939493
500,37999999.9999999,0.27664722,1.14573683141415
500,37999999.9999999,0.277860585,1.12645172142914
500,37999999.9999999,0.27907395,1.09612816121659
500,37999999.9999999,0.280287315,1.07917634411466
500,37999999.9999999,0.28150068,1.05296007330882
500,37999999.9999999,0.282714045,1.03300081549575
500,37999999.9999999,0.28392741,1.00983003963669
500,37999999.9999999,0.285140775,0.992396392945617
500,37999999.9999999,0.28635414,0.972963613850428
500,37999999.9999999,0.287567505,0.960407793168091
500,37999999.9999999,0.28878087,0.953612044966772
500,37999999.9999999,0.289994235,0.946125984846094
500,37999999.9999999,0.2912076,0.945187959949532
500,37999999.9999999,0.292420965,0.948473275137758
500,37999999.9999999,0.29363433,0.954946045486087
500,37999999.9999999,0.294847695,0.969303851349956
500,37999999.9999999,0.29606106,0.981722398606399
500,37999999.9999999,0.297274425,1.00025335173376
500,37999999.9999999,0.29848779,1.02874920968775
500,37999999.9999999,0.299701155,1.05128642542038
500,37999999.9999999,0.30091452,1.07873211053869
500,37999999.9999999,0.302127885,1.09897147649575
500,37999999.9999999,0.30334125,1.13016684324861
500,37999999.9999999,0.304554615,1.15039249745601
500,37999999.9999999,0.30576798,1.1741834881167
500,37999999.9999999,0.306981345,1.18749826441709
500,37999999.9999999,0.30819471,1.20062804743234
500,37999999.9999999,0.309408075,1.21087680301538
500,37999999.9999999,0.31062144,1.21881606906547
500,37999999.9999999,0.311834805,1.22375618486356
500,37999999.9999999,0.31304817,1.22906569065637
500,37999999.9999999,0.314261535,1.23014530718142
500,37999999.9999999,0.3154749,1.232598023664
500,37999999.9999999,0.316688265,1.23583686810528
500,37999999.9999999,0.31790163,1.23811520185377
500,37999999.9999999,0.319114995,1.23903695940746
500,37999999.9999999,0.32032836,1.24199107446199
500,37999999.9999999,0.321541725,1.24355435159149
500,37999999.9999999,0.32275509,1.24886862158594
500,37999999.9999999,0.323968455,1.25353174033009
500,37999999.9999999,0.32518182,1.24445529372464
500,37999999.9999999,0.326395185,1.24077123661956
500,37999999.9999999,0.32760855,1.23876346119728
500,37999999.9999999,0.328821915,1.23564053288124
500,37999999.9999999,0.33003528,1.23461417368189
500,37999999.9999999,0.331248645,1.23190556182163
500,37999999.9999999,0.33246201,1.22899188898593
500,37999999.9999999,0.333675375,1.22323788075909
500,37999999.9999999,0.33488874,1.2199070832161
500,37999999.9999999,0.336102105,1.21401431803918
500,37999999.9999999,0.33731547,1.20629323137862
500,37999999.9999999,0.338528835,1.1963561546156
500,37999999.9999999,0.3397422,1.18191573248274
500,37999999.9999999,0.340955565,1.16621267016733
500,37999999.9999999,0.34216893,1.14937724562035
500,37999999.9999999,0.343382295,1.12632108384697
500,37999999.9999999,0.34459566,1.10620098441123
500,37999999.9999999,0.345809025,1.07358118482909
500,37999999.9999999,0.34702239,1.04767669865385
500,37999999.9999999,0.348235755,1.0272925529027
500,37999999.9999999,0.34944912,1.00316868843227
500,37999999.9999999,0.350662485,0.982611505450431
500,37999999.9999999,0.35187585,0.965221760383448
500,37999999.9999999,0.353089215,0.951941396939981
500,37999999.9999999,0.35430258,0.942818717041375
500,37999999.9999999,0.355515945,0.938851268058624
500,37999999.9999999,0.35672931,0.938594067033584
500,37999999.9999999,0.357942675,0.941727705367339
500,37999999.9999999,0.35915604,0.947528422043898
500,37999999.9999999,0.360369405,0.958807608462527
500,37999999.9999999,0.36158277,0.980950605361043
500,37999999.9999999,0.362796135,1.00568316881969
500,37999999.9999999,0.3640095,1.02568106175585
500,37999999.9999999,0.365222865,1.05651849910614
500,37999999.9999999,0.36643623,1.08069878329053
500,37999999.9999999,0.367649595,1.10667133674366
500,37999999.9999999,0.36886296,1.13154464903148
500,37999999.9999999,0.370076325,1.1527802526146
500,37999999.9999999,0.37128969,1.17379057573251
500,37999999.9999999,0.372503055,1.18312869146252
500,37999999.9999999,0.37371642,1.19750533691179
500,37999999.9999999,0.374929785,1.20345983488408
500,37999999.9999999,0.37614315,1.20891372963025
500,37999999.9999999,0.377356515,1.21700433813784
500,37999999.9999999,0.37856988,1.21616829631756
500,37999999.9999999,0.379783245,1.21972164579323
500,37999999.9999999,0.38099661,1.22078593264268
500,37999999.9999999,0.382209975,1.22183241551049
500,37999999.9999999,0.38342334,1.22182020053033
500,37999999.9999999,0.384636705,1.22297478452605
500,37999999.9999999,0.38585007,1.22448023478854
500,37999999.9999999,0.387063435,1.22390804517064
500,37999999.9999999,0.3882768,1.22534220455504
500,37999999.9999999,0.389490165,1.22483408893425
500,37999999.9999999,0.39070353,1.22518806129969
500,37999999.9999999,0.391916895,1.22561568614931
500,37999999.9999999,0.39313026,1.22579024946852
500,37999999.9999999,0.394343625,1.22555456393508
500,37999999.9999999,0.39555699,1.22572512680083
500,37999999.9999999,0.396770355,1.22469974021135
500,37999999.9999999,0.39798372,1.22320796909589
500,37999999.9999999,0.399197085,1.22265119750118
500,37999999.9999999,0.40041045,1.21756676225455
500,37999999.9999999,0.401623815,1.21871329457316
500,37999999.9999999,0.40283718,1.20655333820944
500,37999999.9999999,0.404050545,1.21158909060227
500,37999999.9999999,0.40526391,1.18255267482833
500,37999999.9999999,0.406477275,1.17313125967419
500,37999999.9999999,0.40769064,1.13326003192735
500,37999999.9999999,0.408904005,1.13570517717067
500,37999999.9999999,0.41011737,1.09469364630568
500,37999999.9999999,0.411330735,1.07052917286715
500,37999999.9999999,0.4125441,1.04249544204845
500,37999999.9999999,0.413757465,1.01822458836923
500,37999999.9999999,0.41497083,0.983416553732909
500,37999999.9999999,0.416184195,0.972412490870571
500,37999999.9999999,0.41739756,0.963556600654491
500,37999999.9999999,0.418610925,0.952843963397205
500,37999999.9999999,0.41982429,0.947461815769023
500,37999999.9999999,0.421037655,0.94677489800644
500,37999999.9999999,0.42225102,0.949450112621612
500,37999999.9999999,0.423464385,0.95632578867033
500,37999999.9999999,0.42467775,0.965248203012978
500,37999999.9999999,0.425891115,0.993620578790511
500,37999999.9999999,0.42710448,1.00184977429761
500,37999999.9999999,0.428317845,1.02403049150082
500,37999999.9999999,0.42953121,1.04671303569489
500,37999999.9999999,0.430744575,1.07141967206172
500,37999999.9999999,0.43195794,1.10235512557188
500,37999999.9999999,0.433171305,1.11591840865762
500,37999999.9999999,0.43438467,1.13877027214409
500,37999999.9999999,0.435598035,1.14773369075963
500,37999999.9999999,0.4368114,1.16956380483409
500,37999999.9999999,0.438024765,1.17061355952157
500,37999999.9999999,0.43923813,1.17706845194354
500,37999999.9999999,0.440451495,1.17754532431457
500,37999999.9999999,0.44166486,1.17870343243098
500,37999999.9999999,0.442878225,1.18958697477449
500,37999999.9999999,0.44409159,1.18890883527996
500,37999999.9999999,0.445304955,1.18998577017594
500,37999999.9999999,0.44651832,1.1902102245269
500,37999999.9999999,0.447731685,1.18996319950681
500,37999999.9999999,0.44894505,1.18926571417795
500,37999999.9999999,0.450158415,1.18854947408759
500,37999999.9999999,0.45137178,1.187752478819
500,37999999.9999999,0.452585145,1.18686559164384
500,37999999.9999999,0.45379851,1.18609873271404
500,37999999.9999999,0.455011875,1.18510600627001
500,37999999.9999999,0.45622524,1.18427312893126
500,37999999.9999999,0.457438605,1.18336630578151
500,37999999.9999999,0.45865197,1.18235372340028
500,37999999.9999999,0.459865335,1.18123784867925
500,37999999.9999999,0.4610787,1.17996293920019
500,37999999.9999999,0.462292065,1.17812156208555
500,37999999.9999999,0.46350543,1.17572150096079
500,37999999.9999999,0.464718795,1.1726537876276
500,37999999.9999999,0.46593216,1.16793140769414
500,37999999.9999999,0.467145525,1.16569026430299
500,37999999.9999999,0.46835889,1.15423850915047
500,37999999.9999999,0.469572255,1.14525007117216
500,37999999.9999999,0.47078562,1.12558169114453
500,37999999.9999999,0.471998985,1.11631360720761
500,37999999.9999999,0.47321235,1.09143164573218
500,37999999.9999999,0.474425715,1.07376521312941
500,37999999.9999999,0.47563908,1.05331126646547
500,37999999.9999999,0.476852445,1.02446905115586
500,37999999.9999999,0.47806581,1.00151739527864
500,37999999.9999999,0.479279175,0.984083446975815
500,37999999.9999999,0.48049254,0.969038189442115
500,37999999.9999999,0.481705905,0.95781843270507
500,37999999.9999999,0.48291927,0.951405685243079
500,37999999.9999999,0.484132635,0.94886307670157
500,37999999.9999999,0.485346,0.961430982261162
500,37999999.9999999,0.486559365,0.951869591304772
500,37999999.9999999,0.48777273,0.958343110455611
500,37999999.9999999,0.488986095,0.963946981408943
500,37999999.9999999,0.49019946,0.971329957347849
500,37999999.9999999,0.491412825,0.996173873686181
500,37999999.9999999,0.49262619,1.00517737413304
500,37999999.9999999,0.493839555,1.03609372764852
500,37999999.9999999,0.49505292,1.03917141664278
500,37999999.9999999,0.496266285,1.06401468459248
500,37999999.9999999,0.49747965,1.08883418062747
500,37999999.9999999,0.498693015,1.06750416471615
500,37999999.9999999,0.49990638,1.0709007345079
500,37999999.9999999,0.501119745,1.06770287119721
500,37999999.9999999,0.50233311,1.05787077681559
500,37999999.9999999,0.503546475,1.01507357982944
500,37999999.9999999,0.50475984,0.980337370119799
500,37999999.9999999,0.505973205,0.940942965306377
500,37999999.9999999,0.50718657,0.916284303299874
500,37999999.9999999,0.508399935,0.857776710628682
500,37999999.9999999,0.5096133,0.813248074168541
500,37999999.9999999,0.510826665,0.800050716891853
500,37999999.9999999,0.51204003,0.739289142428421
500,37999999.9999999,0.513253395,0.709770202438128
500,37999999.9999999,0.51446676,0.674181494830902
500,37999999.9999999,0.515680125,0.651221532443252
500,37999999.9999999,0.51689349,0.616768163344623
500,37999999.9999999,0.518106855,0.583942645780024
500,37999999.9999999,0.51932022,0.559196182996059
500,37999999.9999999,0.520533585,0.536519361338079
500,37999999.9999999,0.52174695,0.510723785627179
500,37999999.9999999,0.522960315,0.493967325426595
500,37999999.9999999,0.52417368,0.477953067364297
500,37999999.9999999,0.525387045,0.459680424593226
500,37999999.9999999,0.52660041,0.442669010559291
500,37999999.9999999,0.527813775,0.426271288550935
500,37999999.9999999,0.52902714,0.404965791295579
500,37999999.9999999,0.530240505,0.395149469797199
500,37999999.9999999,0.53145387,0.380857530993721
500,37999999.9999999,0.532667235,0.366724025158694
500,37999999.9999999,0.5338806,0.348100613272283
500,37999999.9999999,0.535093965,0.339124436231201
500,37999999.9999999,0.53630733,0.323763093155838
500,37999999.9999999,0.537520695,0.30470566550918
500,37999999.9999999,0.53873406,0.294220718759739
500,37999999.9999999,0.539947425,0.278774448188643
500,37999999.9999999,0.54116079,0.259288286066874
500,37999999.9999999,0.542374155,0.248922773481451
500,37999999.9999999,0.54358752,0.235449637978648
500,37999999.9999999,0.544800885,0.219021606787545
500,37999999.9999999,0.54601425,0.209130151076929
500,37999999.9999999,0.547227615,0.200098893571136
500,37999999.9999999,0.54844098,0.191156230152206
500,37999999.9999999,0.549654345,0.183993466711851
500,37999999.9999999,0.55086771,0.176655929247719
500,37999999.9999999,0.552081075,0.171103145613912
500,37999999.9999999,0.55329444,0.168393462488345
500,37999999.9999999,0.554507805,0.161480119593573
500,37999999.9999999,0.55572117,0.157790216403149
500,37999999.9999999,0.556934535,0.159599453816582
500,37999999.9999999,0.5581479,0.156712000195778
500,37999999.9999999,0.559361265,0.158173390898686
500,37999999.9999999,0.56057463,0.155846038065772
500,37999999.9999999,0.561787995,0.137600973856211
500,37999999.9999999,0.56300136,0.141541493404519
500,37999999.9999999,0.564214725,0.142740545256526
500,37999999.9999999,0.56542809,0.136900791400985
500,37999999.9999999,0.566641455,0.139041120443124
500,37999999.9999999,0.56785482,0.137486087234479
500,37999999.9999999,0.569068185,0.123243060881824
500,37999999.9999999,0.57028155,0.118799158745975
500,37999999.9999999,0.571494915,0.115459993405728
500,37999999.9999999,0.57270828,0.109541644212587
500,37999999.9999999,0.573921645,0.0974558909676322
500,37999999.9999999,0.57513501,0.0995755891969255
500,37999999.9999999,0.576348375,0.0932462832845193
500,37999999.9999999,0.57756174,0.091035825400072
500,37999999.9999999,0.578775105,0.0805290772351668
500,37999999.9999999,0.57998847,0.0782852229553828
500,37999999.9999999,0.581201835,0.0730429105619079
500,37999999.9999999,0.5824152,0.0697310913853175
500,37999999.9999999,0.583628565,0.0646891234044475
500,37999999.9999999,0.58484193,0.059598651927116
500,37999999.9999999,0.586055295,0.0562061123555197
500,37999999.9999999,0.58726866,0.0497983162452543
500,37999999.9999999,0.588482025,0.046542654381424
500,37999999.9999999,0.58969539,0.0420606333719495
500,37999999.9999999,0.590908755,0.0369928441685679
500,37999999.9999999,0.59212212,0.0331414359697793
500,37999999.9999999,0.593335485,0.0286767485189246
500,37999999.9999999,0.59454885,0.024602576829053
500,37999999.9999999,0.595762215,0.020954809965121
500,37999999.9999999,0.59697558,0.0164263276147106
500,37999999.9999999,0.598188945,0.0124726428556585
500,37999999.9999999,0.59940231,0.00857836967797141
500,37999999.9999999,0.600615675,0.00505858530793301
500,37999999.9999999,0.60182904,0.00137195262603632
500,37999999.9999999,0.603042405,-0.00170944937363908
500,37999999.9999999,0.60425577,-0.00427908059964464
500,37999999.9999999,0.605469135,-0.00654930922193913
500,37999999.9999999,0.6066825,-0.0138739960423626
500,37999999.9999999,0.607895865,-0.0164585936310099
500,37999999.9999999,0.60910923,-0.0170407415864377
500,37999999.9999999,0.610322595,-0.0215362865554999
